date,1. open,2. high,3. low,4. close,5. volume,increase_decrease,up_down,movement(%),MACD_Hist,MACD,MACD_Signal,SlowK,SlowD,RSI,ADX,CCI,Aroon Up,Aroon Down,Real Middle Band,Real Upper Band,Real Lower Band,Chaikin A/D,OBV,sentiment_avg_30,"coun_neg, 30","coun_neu, 30","coun_pos, 30",sentiment_avg_60,"coun_neg, 60","coun_neu, 60","coun_pos, 60",sentiment_avg_120,"coun_neg, 120","coun_neu, 120","coun_pos, 120",sentiment_night_before_avg,"count_neg, night_before","count_neu, night_before","count_pos, night_before",sentiment_morning_avg,"count_neg, morning","count_neu, morning","count_pos, morning",day,day compound avg,day positive avg,day negative avg,day neutral avg,two day neutral avg,two day positive avg,two day negative avg,two day compound avg,two day wired compound avg,two day nbc-news compound avg,two day abc-news compound avg,two day reuters compound avg,two day business-insider compound avg,two day the-new-york-times compound avg,two day techcrunch compound avg,two day wired neg avg,two day nbc-news neg avg,two day abc-news neg avg,two day reuters neg avg,two day business-insider neg avg,two day the-new-york-times neg avg,two day techcrunch neg avg,two day wired pos avg,two day nbc-news pos avg,two day abc-news pos avg,two day reuters pos avg,two day business-insider pos avg,two day the-new-york-times pos avg,two day techcrunch pos avg,two day wired neu avg,two day nbc-news neu avg,two day abc-news neu avg,two day reuters neu avg,two day business-insider neu avg,two day the-new-york-times neu avg,two day techcrunch neu avg,one day wired compound avg,one day nbc-news compound avg,one day abc-news compound avg,one day reuters compound avg,one day business-insider compound avg,one day the-new-york-times compound avg,one day techcrunch compound avg,one day wired neg avg,one day nbc-news neg avg,one day abc-news neg avg,one day reuters neg avg,one day business-insider neg avg,one day the-new-york-times neg avg,one day techcrunch neg avg,one day wired pos avg,one day nbc-news pos avg,one day abc-news pos avg,one day reuters pos avg,one day business-insider pos avg,one day the-new-york-times pos avg,one day techcrunch pos avg,one day wired neu avg,one day nbc-news neu avg,one day abc-news neu avg,one day reuters neu avg,one day business-insider neu avg,one day the-new-york-times neu avg,one day techcrunch neu avg,company
2018-08-24 09:30:00,345.99,349.65,344.55,347.9498,2394400,1.9597999999999731,1,0.56,-0.236,0.6506,0.8865,51.3504,41.7897,84.3051,38.1616,133.3333,100.0,75.0,341.8475,348.9455,334.7494,-502382.7306,-8243960.0,,,,,,,,,,,,,,,,,,,,,2018-08-24,0.79125,0.10666666666666666,0.05316666666666667,0.8401666666666667,0.8793333333333333,0.06933333333333334,0.051333333333333335,0.5955,,,,,0.4005,0.9855,,,,,,0.05499999999999999,0.044000000000000004,,,,,,0.0585,0.091,,,,,,0.8865,0.865,,,,,,0.6937500000000001,0.9855,,,,,,0.05499999999999999,0.044000000000000004,,,,,,0.10125,0.091,,,,,,0.84375,0.865,,Netflix
2018-08-24 10:00:00,348.2,350.3411,348.2,349.35699999999997,1353317,1.157000000000039,1,0.33,0.2486,1.1973,0.9487,68.4065,52.7076,86.5214,47.713,81.4792,100.0,50.0,344.0942,353.2812,334.9072,-393108.9269,-6890643.0,,,,,,,,,,,,,,,,,,,,,2018-08-24,0.79125,0.10666666666666666,0.05316666666666667,0.8401666666666667,0.8793333333333333,0.06933333333333334,0.051333333333333335,0.5955,,,,,0.4005,0.9855,,,,,,0.05499999999999999,0.044000000000000004,,,,,,0.0585,0.091,,,,,,0.8865,0.865,,,,,,0.6937500000000001,0.9855,,,,,,0.05499999999999999,0.044000000000000004,,,,,,0.10125,0.091,,,,,,0.84375,0.865,,Netflix
2018-08-24 10:30:00,349.5,352.08,349.4,352.0283,1267592,2.528300000000001,1,0.72,0.7011,1.8251,1.1239,92.1235,70.6268,90.0705,56.0021,77.5467,100.0,25.0,347.1263,356.7692,337.4833,825579.6403,-5623051.0,,,,,,,,,,,,,,,,,,,,,2018-08-24,0.79125,0.10666666666666666,0.05316666666666667,0.8401666666666667,0.8793333333333333,0.06933333333333334,0.051333333333333335,0.5955,,,,,0.4005,0.9855,,,,,,0.05499999999999999,0.044000000000000004,,,,,,0.0585,0.091,,,,,,0.8865,0.865,,,,,,0.6937500000000001,0.9855,,,,,,0.05499999999999999,0.044000000000000004,,,,,,0.10125,0.091,,,,,,0.84375,0.865,,Netflix
2018-08-24 11:00:00,352.093,352.75,350.3,351.19,815234,-0.90300000000002,0,-0.26,0.8843,2.2293,1.345,93.5277,84.6859,81.1319,62.6453,72.1786,100.0,0.0,350.1313,353.3058,346.9567,602644.8945,-6438285.0,,,,,,,,,,,,,,,,,,,,,2018-08-24,0.9978,0.1055,0.0275,0.867,0.8744,0.08379999999999999,0.0418,0.75642,0.9996,,,,0.4005,0.99075,,0.008,,,,0.05499999999999999,0.0455,,0.11,,,,0.0585,0.096,,0.882,,,,0.8865,0.8585,,0.9996,,,,0.6937500000000001,0.996,,0.008,,,,0.05499999999999999,0.047,,0.11,,,,0.10125,0.10099999999999999,,0.882,,,,0.84375,0.852,,Netflix
2018-08-24 11:30:00,351.345,353.28,350.9,353.06,699483,1.714999999999975,1,0.49,1.0598,2.6697,1.61,95.4234,93.6915,85.4319,68.002,100.6459,100.0,0.0,351.4088,354.1232,348.6944,1172811.2579,-5738802.0,,,,,,,,,,,,,,,,,,,,,2018-08-24,0.9978,0.1055,0.0275,0.867,0.8744,0.08379999999999999,0.0418,0.75642,0.9996,,,,0.4005,0.99075,,0.008,,,,0.05499999999999999,0.0455,,0.11,,,,0.0585,0.096,,0.882,,,,0.8865,0.8585,,0.9996,,,,0.6937500000000001,0.996,,0.008,,,,0.05499999999999999,0.047,,0.11,,,,0.10125,0.10099999999999999,,0.882,,,,0.84375,0.852,,Netflix
2018-08-24 12:00:00,353.0826,354.2529,353.0777,354.225,741462,1.1424000000000092,1,0.32,1.1739,3.0773,1.9034,95.3953,94.7821,87.7508,72.7117,118.753,100.0,0.0,352.6258,354.8984,350.3533,1879076.4852,-4997340.0,,,,,,,,,,,,,,,,,,,,,2018-08-24,0.9978,0.1055,0.0275,0.867,0.8744,0.08379999999999999,0.0418,0.75642,0.9996,,,,0.4005,0.99075,,0.008,,,,0.05499999999999999,0.0455,,0.11,,,,0.0585,0.096,,0.882,,,,0.8865,0.8585,,0.9996,,,,0.6937500000000001,0.996,,0.008,,,,0.05499999999999999,0.047,,0.11,,,,0.10125,0.10099999999999999,,0.882,,,,0.84375,0.852,,Netflix
2018-08-24 12:30:00,354.19,356.4111,353.7,356.2861,1003701,2.0960999999999785,1,0.59,1.2981,3.526,2.2279,98.4121,96.4102,91.0946,77.3608,105.8553,100.0,0.0,353.6903,357.3880000000001,349.9926,2790222.372,-3993639.0,,,,,,,,,,,,,,,,,,,,,2018-08-24,0.9978,0.1055,0.0275,0.867,0.8744,0.08379999999999999,0.0418,0.75642,0.9996,,,,0.4005,0.99075,,0.008,,,,0.05499999999999999,0.0455,,0.11,,,,0.0585,0.096,,0.882,,,,0.8865,0.8585,,0.9996,,,,0.6937500000000001,0.996,,0.008,,,,0.05499999999999999,0.047,,0.11,,,,0.10125,0.10099999999999999,,0.882,,,,0.84375,0.852,,Netflix
2018-08-24 13:00:00,356.2092,356.81,354.71,355.4778,907084,-0.7314000000000078,0,-0.21,1.2359,3.7729,2.5369,92.4309,95.4127,79.7161,81.0155,72.1517,100.0,0.0,354.7622,357.2159,352.3086,2546450.0558,-4900723.0,,,,,,,,,,,,,,,,,,,,,2018-08-24,0.9978,0.1055,0.0275,0.867,0.8744,0.08379999999999999,0.0418,0.75642,0.9996,,,,0.4005,0.99075,,0.008,,,,0.05499999999999999,0.0455,,0.11,,,,0.0585,0.096,,0.882,,,,0.8865,0.8585,,0.9996,,,,0.6937500000000001,0.996,,0.008,,,,0.05499999999999999,0.047,,0.11,,,,0.10125,0.10099999999999999,,0.882,,,,0.84375,0.852,,Netflix
2018-08-24 13:30:00,355.3251,357.27,355.2,356.8935,718453,1.5683999999999967,1,0.44,1.1994,4.0362,2.8368,90.6143,93.8191,84.2967,83.9692,96.8389,100.0,0.0,355.7206,357.7184,353.7228,3003553.0528,-4182270.0,,,,,,,,,,,,,,,,,,,,,2018-08-24,0.99855,0.13325,0.028000000000000004,0.83875,0.8561428571428571,0.10585714285714286,0.038,0.8258142857142857,0.9996,,,,0.6003,0.9934,,0.008,,,,0.04766666666666666,0.03833333333333334,,0.11,,,,0.10666666666666667,0.10366666666666667,,0.882,,,,0.8456666666666667,0.858,,0.9996,,,,0.9999,0.99735,,0.008,,,,0.033,0.035500000000000004,,0.11,,,,0.203,0.11,,0.882,,,,0.764,0.8545,,Netflix
2018-08-24 14:00:00,356.88,358.97,356.6316,358.3601,1076739,1.480099999999993,1,0.41,1.1814,4.3135,3.1321,87.7584,90.2679,88.0304,86.8,128.4072,100.0,0.0,356.7544,358.8631,354.6457,3518631.2653,-3105531.0,,,,,,,,,,,,,,,,,,,,,2018-08-24,0.99616,0.1366,0.04460000000000002,0.8188000000000001,0.8414999999999999,0.111375,0.047125,0.8459125000000001,0.9996,,,,0.6968749999999999,0.9934,,0.008,,,,0.0635,0.03833333333333334,,0.11,,,,0.1175,0.10366666666666667,,0.882,,,,0.8190000000000001,0.858,,0.9996,,,,0.99325,0.99735,,0.008,,,,0.07200000000000001,0.035500000000000004,,0.11,,,,0.1765,0.11,,0.882,,,,0.7515000000000001,0.8545,,Netflix
2018-08-24 14:30:00,358.3673,358.54,357.08,357.3507,646814,-1.0165999999999826,0,-0.28,1.0152,4.4011,3.3859,84.3374,87.5701,72.2633,88.92299999999999,54.1672,75.0,0.0,357.0205,359.0941,354.94699999999995,3111685.4566,-3752345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18263734583127825,376.0,651.0,1000.0,0.1065208333333334,20.0,40.0,36.0,2018-08-24,0.9953,0.1371666666666667,0.03866666666666666,0.8243333333333335,0.8426666666666667,0.11455555555555558,0.042888888888888886,0.8620333333333333,0.9996,,,,0.7557,0.9934,,0.008,,,,0.0526,0.03833333333333334,,0.11,,,,0.122,0.10366666666666667,,0.882,,,,0.8256,0.858,,0.9996,,,,0.9925,0.99735,,0.008,,,,0.051,0.035500000000000004,,0.11,,,,0.16433333333333336,0.11,,0.882,,,,0.7850000000000001,0.8545,,Netflix
2018-08-24 15:00:00,357.4,358.1,356.751,357.93,610413,0.5300000000000296,1,0.15,0.8639,4.4658,3.6019,78.1698,83.4219,75.6065,85.3574,23.4837,50.0,0.0,357.6336,358.7487,356.5185,3568238.5875,-3141932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18263734583127825,376.0,651.0,1000.0,0.1065208333333334,20.0,40.0,36.0,2018-08-24,0.9948142857142858,0.13614285714285715,0.034857142857142864,0.8291428571428572,0.8442000000000001,0.1161,0.0398,0.8750199999999999,0.9996,,,,0.7950666666666667,0.9934,,0.008,,,,0.04583333333333334,0.03833333333333334,,0.11,,,,0.12333333333333335,0.10366666666666667,,0.882,,,,0.831,0.858,,0.9996,,,,0.99235,0.99735,,0.008,,,,0.04125,0.035500000000000004,,0.11,,,,0.15575,0.11,,0.882,,,,0.80325,0.8545,,Netflix
2018-08-24 15:30:00,357.98,359.13,357.0501,358.84,1800792,0.8599999999999568,1,0.24,0.7490000000000001,4.5382,3.7892,79.1602,80.5558,80.5235,84.6219,110.3561,100.0,0.0,358.1202,359.2175,357.023,4866846.5227,-1341140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18263734583127825,376.0,651.0,1000.0,0.1065208333333334,20.0,40.0,36.0,2018-08-24,0.9948142857142858,0.13614285714285715,0.034857142857142864,0.8291428571428572,0.8442000000000001,0.1161,0.0398,0.8750199999999999,0.9996,,,,0.7950666666666667,0.9934,,0.008,,,,0.04583333333333334,0.03833333333333334,,0.11,,,,0.12333333333333335,0.10366666666666667,,0.882,,,,0.831,0.858,,0.9996,,,,0.99235,0.99735,,0.008,,,,0.04125,0.035500000000000004,,0.11,,,,0.15575,0.11,,0.882,,,,0.80325,0.8545,,Netflix
2018-08-27 09:30:00,367.116,372.86,364.32,372.1291,4116565,5.0131000000000085,1,1.35,1.4513,5.6033,4.152,87.9012,81.7437,96.0453,87.7838,133.3333,100.0,0.0,361.5624,373.8099,349.315,8278777.1852,2775425.0,,,,,,,,,,,,,,,,,,,,,2018-08-27,0.8932910714285714,0.12299404761904766,0.05217261904761905,0.8248690476190477,0.8283333333333334,0.1252,0.046533333333333336,0.9135266666666666,0.9996,,,,0.8839181818181818,0.9934,,0.008,,,,0.05227272727272728,0.03833333333333334,,0.11,,,,0.13245454545454546,0.10366666666666667,,0.882,,,,0.8153636363636365,0.858,,0.9996,,,,0.843925,0.991425,,0.008,,,,0.0546875,0.03975000000000002,,0.11,,,,0.1251875,0.1005,,0.882,,,,0.8201875000000001,0.85975,,Netflix
2018-08-27 10:00:00,372.12,374.4248,370.3101,371.19,2419444,-0.9300000000000068,0,-0.25,1.7176,6.299,4.5814,89.93799999999997,85.6665,89.337,90.2328,78.0586,100.0,25.0,365.0223,378.329,351.7156,6894107.515,355981.0,,,,,,,,,,,,,,,,,,,,,2018-08-27,0.8932910714285714,0.12299404761904766,0.05217261904761905,0.8248690476190477,0.8283333333333334,0.1252,0.046533333333333336,0.9135266666666666,0.9996,,,,0.8839181818181818,0.9934,,0.008,,,,0.05227272727272728,0.03833333333333334,,0.11,,,,0.13245454545454546,0.10366666666666667,,0.882,,,,0.8153636363636365,0.858,,0.9996,,,,0.843925,0.991425,,0.008,,,,0.0546875,0.03975000000000002,,0.11,,,,0.1251875,0.1005,,0.882,,,,0.8201875000000001,0.85975,,Netflix
2018-08-27 10:30:00,371.1,372.87,370.4365,372.4124,1341723,1.3123999999999685,1,0.35,1.8307,6.8698,5.0391,88.6024,88.8138,90.4898,92.0696,53.96100000000001,75.0,0.0,368.6429,379.9984,357.2874,7731252.0761,1697704.0,,,,,,,,,,,,,,,,,,,,,2018-08-27,0.8932910714285714,0.12299404761904766,0.05217261904761905,0.8248690476190477,0.8283333333333334,0.1252,0.046533333333333336,0.9135266666666666,0.9996,,,,0.8839181818181818,0.9934,,0.008,,,,0.05227272727272728,0.03833333333333334,,0.11,,,,0.13245454545454546,0.10366666666666667,,0.882,,,,0.8153636363636365,0.858,,0.9996,,,,0.843925,0.991425,,0.008,,,,0.0546875,0.03975000000000002,,0.11,,,,0.1251875,0.1005,,0.882,,,,0.8201875000000001,0.85975,,Netflix
2018-08-27 11:00:00,372.5898,373.34,370.56,370.8536,808352,-1.7362000000000537,0,-0.47,1.6602,7.1144,5.4541,83.2523,87.2642,76.4385,93.4818,23.8794,50.0,0.0,371.6463,372.9334,370.3592,7093648.297,889352.0,,,,,,,,,,,,,,,,,,,,,2018-08-27,0.993,0.105,0.063,0.8320000000000001,0.8320000000000001,0.105,0.063,0.993,0.993,,,,0.8839181818181818,0.9934,,0.063,,,,0.05227272727272728,0.03833333333333334,,0.105,,,,0.13245454545454546,0.10366666666666667,,0.8320000000000001,,,,0.8153636363636365,0.858,,0.993,,,,0.843925,0.991425,,0.063,,,,0.0546875,0.03975000000000002,,0.105,,,,0.1251875,0.1005,,0.8320000000000001,,,,0.8201875000000001,0.85975,,Netflix
2018-08-27 11:30:00,370.7,370.85,367.07,368.09,1342429,-2.6100000000000136,0,-0.71,1.2403,7.0045,5.7642,68.4562,80.1036,55.9143,76.6562,-133.3333,25.0,0.0,370.6365,373.7975,367.4755,6475697.2197,-453077.0,,,,,,,,,,,,,,,,,,,,,2018-08-27,0.993,0.105,0.063,0.8320000000000001,0.8320000000000001,0.105,0.063,0.993,0.993,,,,0.8839181818181818,0.9934,,0.063,,,,0.05227272727272728,0.03833333333333334,,0.105,,,,0.13245454545454546,0.10366666666666667,,0.8320000000000001,,,,0.8153636363636365,0.858,,0.993,,,,0.843925,0.991425,,0.063,,,,0.0546875,0.03975000000000002,,0.105,,,,0.1251875,0.1005,,0.8320000000000001,,,,0.8201875000000001,0.85975,,Netflix
2018-08-27 12:00:00,368.0,368.81,366.52,368.1061,750911,0.10610000000002627,1,0.03,0.8605,6.8398,5.9793,45.6067,65.7717,56.0062,61.808,-82.9885,0.0,100.0,369.8655,373.5684,366.1627,6764987.9362,297834.0,,,,,,,,,,,,,,,,,,,,,2018-08-27,0.993,0.105,0.063,0.8320000000000001,0.8320000000000001,0.105,0.063,0.993,0.993,,,,0.8839181818181818,0.9934,,0.063,,,,0.05227272727272728,0.03833333333333334,,0.105,,,,0.13245454545454546,0.10366666666666667,,0.8320000000000001,,,,0.8153636363636365,0.858,,0.993,,,,0.843925,0.991425,,0.063,,,,0.0546875,0.03975000000000002,,0.105,,,,0.1251875,0.1005,,0.8320000000000001,,,,0.8201875000000001,0.85975,,Netflix
2018-08-27 12:30:00,368.13,369.21,367.61,368.63,512216,0.5,1,0.14,0.5563,6.6746,6.1184,29.4376,47.8335,59.6498,51.9982,-35.6426,25.0,75.0,368.9199,371.1946,366.6452,6905857.3502,810050.0,,,,,,,,,,,,,,,,,,,,,2018-08-27,0.993,0.105,0.063,0.8320000000000001,0.8320000000000001,0.105,0.063,0.993,0.993,,,,0.8839181818181818,0.9934,,0.063,,,,0.05227272727272728,0.03833333333333334,,0.105,,,,0.13245454545454546,0.10366666666666667,,0.8320000000000001,,,,0.8153636363636365,0.858,,0.993,,,,0.843925,0.991425,,0.063,,,,0.0546875,0.03975000000000002,,0.105,,,,0.1251875,0.1005,,0.8320000000000001,,,,0.8201875000000001,0.85975,,Netflix
2018-08-27 13:00:00,368.65,369.1,367.06,368.12,528237,-0.5299999999999727,0,-0.14,0.2481,6.4285,6.1804,24.8214,33.2886,53.8598,41.4176,-36.6123,0.0,50.0,368.2365,368.6914,367.7817,6926568.9626,281813.0,,,,,,,,,,,,,,,,,,,,,2018-08-27,0.993,0.105,0.063,0.8320000000000001,0.8320000000000001,0.105,0.063,0.993,0.993,,,,0.8839181818181818,0.9934,,0.063,,,,0.05227272727272728,0.03833333333333334,,0.105,,,,0.13245454545454546,0.10366666666666667,,0.8320000000000001,,,,0.8153636363636365,0.858,,0.993,,,,0.843925,0.991425,,0.063,,,,0.0546875,0.03975000000000002,,0.105,,,,0.1251875,0.1005,,0.8320000000000001,,,,0.8201875000000001,0.85975,,Netflix
2018-08-27 13:30:00,368.18,368.6,365.43,365.43,743181,-2.75,0,-0.75,-0.1861,5.9478,6.1339,18.133,24.1307,32.0092,36.695,-133.3333,0.0,100.0,367.5715,370.0801,365.0629,6183387.9626,-461368.0,,,,,,,,,,,,,,,,,,,,,2018-08-27,0.9922,0.111,0.035500000000000004,0.8535,0.8535,0.111,0.035500000000000004,0.9922,0.993,,,,0.9914,0.9934,,0.063,,,,0.008,0.03833333333333334,,0.105,,,,0.11699999999999999,0.10366666666666667,,0.8320000000000001,,,,0.875,0.858,,0.993,,,,0.9914,0.991425,,0.063,,,,0.008,0.03975000000000002,,0.105,,,,0.11699999999999999,0.1005,,0.8320000000000001,,,,0.875,0.85975,,Netflix
2018-08-27 14:00:00,365.43,366.38,361.1,361.34,1663132,-4.090000000000032,0,-1.13,-0.7654,5.1771,5.9425,8.8066,17.2537,17.5639,43.0268,-132.8049,25.0,100.0,365.88,371.6588,360.1012,4671443.6634,-2124500.0,,,,,,,,,,,,,,,,,,,,,2018-08-27,0.9922,0.111,0.035500000000000004,0.8535,0.8535,0.111,0.035500000000000004,0.9922,0.993,,,,0.9914,0.9934,,0.063,,,,0.008,0.03833333333333334,,0.105,,,,0.11699999999999999,0.10366666666666667,,0.8320000000000001,,,,0.875,0.858,,0.993,,,,0.9914,0.991425,,0.063,,,,0.008,0.03975000000000002,,0.105,,,,0.11699999999999999,0.1005,,0.8320000000000001,,,,0.875,0.85975,,Netflix
2018-08-27 14:30:00,361.18,365.0499,360.0,364.89,1314766,3.70999999999998,1,1.02,-0.916,4.7975,5.7135,18.6846,15.2081,45.8467,49.1738,-60.6891,0.0,100.0,364.945,369.7735,360.1165,5902957.7029,-809734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20227659200702688,367.0,749.0,1161.0,0.15548484848484853,18.0,16.0,32.0,2018-08-27,0.9929333333333332,0.13133333333333333,0.02733333333333333,0.8413333333333334,0.8413333333333334,0.13133333333333333,0.02733333333333333,0.9929333333333332,0.993,,,,0.9929,0.9934,,0.063,,,,0.0095,0.03833333333333334,,0.105,,,,0.1445,0.10366666666666667,,0.8320000000000001,,,,0.8460000000000001,0.858,,0.993,,,,0.9929,0.991425,,0.063,,,,0.0095,0.03975000000000002,,0.105,,,,0.1445,0.1005,,0.8320000000000001,,,,0.8460000000000001,0.85975,,Netflix
2018-08-27 15:00:00,364.71,365.2439,362.38,363.46,743048,-1.25,0,-0.34,-1.1057,4.3314,5.4371,31.3586,19.6166,38.7131,52.3816,-23.2137,0.0,75.0,363.78,366.944,360.616,5720323.2759,-1552782.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20227659200702688,367.0,749.0,1161.0,0.15548484848484853,18.0,16.0,32.0,2018-08-27,0.9929333333333332,0.13133333333333333,0.02733333333333333,0.8413333333333334,0.8413333333333334,0.13133333333333333,0.02733333333333333,0.9929333333333332,0.993,,,,0.9929,0.9934,,0.063,,,,0.0095,0.03833333333333334,,0.105,,,,0.1445,0.10366666666666667,,0.8320000000000001,,,,0.8460000000000001,0.858,,0.993,,,,0.9929,0.991425,,0.063,,,,0.0095,0.03975000000000002,,0.105,,,,0.1445,0.1005,,0.8320000000000001,,,,0.8460000000000001,0.85975,,Netflix
2018-08-27 15:30:00,363.22,364.9,362.465,364.6,1125268,1.3799999999999957,1,0.38,-1.1435,4.0077,5.1512,48.2016,32.7483,47.4108,54.7875,94.058,0.0,50.0,363.5725,366.3633,360.7817,6568328.8519,-427514.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20227659200702688,367.0,749.0,1161.0,0.15548484848484853,18.0,16.0,32.0,2018-08-27,0.9929333333333332,0.13133333333333333,0.02733333333333333,0.8413333333333334,0.8413333333333334,0.13133333333333333,0.02733333333333333,0.9929333333333332,0.993,,,,0.9929,0.9934,,0.063,,,,0.0095,0.03833333333333334,,0.105,,,,0.1445,0.10366666666666667,,0.8320000000000001,,,,0.8460000000000001,0.858,,0.993,,,,0.9929,0.991425,,0.063,,,,0.0095,0.03975000000000002,,0.105,,,,0.1445,0.1005,,0.8320000000000001,,,,0.8460000000000001,0.85975,,Netflix
2018-08-28 09:30:00,367.215,367.66,360.5,363.3302,2038847,-3.884799999999984,0,-1.07,-1.2352,3.6072,4.8424,44.9951,41.5185,39.1576,44.1562,40.6299,100.0,25.0,364.0701,365.4385,362.7016,6141309.2892,-2466361.0,,,,,,,,,,,,,,,,,,,,,2018-08-28,0.9989,0.084,0.052000000000000005,0.863,0.8753333333333333,0.09511111111111112,0.029555555555555564,0.8182222222222223,0.993,,,-0.25,0.966175,0.9989,0.8787,0.063,,,0.040999999999999995,0.015,0.052000000000000005,0.025,0.105,,,0.036000000000000004,0.11599999999999999,0.084,0.0835,0.8320000000000001,,,0.9229999999999999,0.8692500000000001,0.863,0.8915,0.9963,,,-0.25,0.868375,0.9989,0.8787,0.035500000000000004,,,0.040999999999999995,0.04675,0.052000000000000005,0.025,0.1075,,,0.036000000000000004,0.12335,0.084,0.0835,0.857,,,0.9229999999999999,0.8300000000000001,0.863,0.8915,Netflix
2018-08-28 10:00:00,363.48,364.5496,362.19,362.9,806866,-0.5800000000000409,0,-0.16,-1.2996,3.218,4.5175,44.9408,46.0459,36.3029,36.1827,-133.3333,75.0,0.0,363.5725,364.8293,362.3158,5820009.2559,-3273227.0,,,,,,,,,,,,,,,,,,,,,2018-08-28,0.9989,0.084,0.052000000000000005,0.863,0.8753333333333333,0.09511111111111112,0.029555555555555564,0.8182222222222223,0.993,,,-0.25,0.966175,0.9989,0.8787,0.063,,,0.040999999999999995,0.015,0.052000000000000005,0.025,0.105,,,0.036000000000000004,0.11599999999999999,0.084,0.0835,0.8320000000000001,,,0.9229999999999999,0.8692500000000001,0.863,0.8915,0.9963,,,-0.25,0.868375,0.9989,0.8787,0.035500000000000004,,,0.040999999999999995,0.04675,0.052000000000000005,0.025,0.1075,,,0.036000000000000004,0.12335,0.084,0.0835,0.857,,,0.9229999999999999,0.8300000000000001,0.863,0.8915,Netflix
